season_team_id,season_code,team_id,games_played,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnovers,blocks_favour,blocks_against,fouls_committed,fouls_received,valuation,minutes_per_game,points_per_game,two_points_made_per_game,two_points_attempted_per_game,two_points_percentage,three_points_made_per_game,three_points_attempted_per_game,three_points_percentage,free_throws_made_per_game,free_throws_attempted_per_game,free_throws_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,turnovers_per_game,blocks_favour_per_game,blocks_against_per_game,fouls_committed_per_game,fouls_received_per_game,valuation_per_game
2015_TIV,E2015,TIV,31.0,1245.0,2394.0,532.0,1040.0,302.0,816.0,424.0,537.0,331.0,726.0,1057.0,513.0,230.0,409.0,74.0,57.0,646.0,645.0,2666.0,40.2,77.2,17.2,33.5,0.512,9.7,26.3,0.37,13.7,17.3,0.79,10.7,23.4,34.1,16.5,7.4,13.2,2.4,1.8,20.8,20.8,86.0
2015_ULK,E2015,ULK,29.0,1170.1,2299.0,578.0,1105.0,240.0,638.0,423.0,571.0,303.0,709.0,1012.0,474.0,151.0,349.0,118.0,61.0,593.0,632.0,2610.0,40.3,79.3,19.9,38.1,0.523,8.3,22.0,0.376,14.6,19.7,0.741,10.4,24.4,34.9,16.3,5.2,12.0,4.1,2.1,20.4,21.8,90.0
2015_ZAL,E2015,ZAL,24.0,960.0,1704.0,497.0,1057.0,129.0,393.0,323.0,401.0,244.0,566.0,810.0,348.0,136.0,328.0,41.0,76.0,558.0,496.0,1671.0,40.0,71.0,20.7,44.0,0.47,5.4,16.4,0.328,13.5,16.7,0.805,10.2,23.6,33.8,14.5,5.7,13.7,1.7,3.2,23.2,20.7,69.6
2016_BAM,E2016,BAM,30.0,1214.3,2397.0,602.0,1098.0,280.0,697.0,353.0,451.0,223.0,724.0,947.0,547.0,164.0,375.0,82.0,77.0,658.0,568.0,2584.0,40.5,79.9,20.1,36.6,0.548,9.3,23.2,0.402,11.8,15.0,0.783,7.4,24.1,31.6,18.2,5.5,12.5,2.7,2.6,21.9,18.9,86.1
2016_BAR,E2016,BAR,30.0,1205.0,2141.0,496.0,1022.0,271.0,716.0,336.0,456.0,282.0,733.0,1015.0,517.0,212.0,443.0,61.0,64.0,553.0,595.0,2390.0,40.2,71.4,16.5,34.1,0.485,9.0,23.9,0.378,11.2,15.2,0.737,9.4,24.4,33.8,17.2,7.1,14.8,2.0,2.1,18.4,19.8,79.7
2016_BAS,E2016,BAS,33.0,1319.8,2705.0,719.0,1349.0,270.0,763.0,457.0,599.0,369.0,837.0,1206.0,607.0,221.0,452.0,100.0,93.0,712.0,681.0,2998.0,40.0,82.0,21.8,40.9,0.533,8.2,23.1,0.354,13.8,18.2,0.763,11.2,25.4,36.5,18.4,6.7,13.7,3.0,2.8,21.6,20.6,90.8
2016_CSK,E2016,CSK,35.0,1409.9,3063.0,745.0,1351.0,305.0,756.0,658.0,801.0,331.0,840.0,1171.0,695.0,249.0,501.0,113.0,108.0,791.0,798.0,3489.0,40.3,87.5,21.3,38.6,0.551,8.7,21.6,0.403,18.8,22.9,0.821,9.5,24.0,33.5,19.9,7.1,14.3,3.2,3.1,22.6,22.8,99.7
2016_DAR,E2016,DAR,34.0,1365.0,2691.0,646.0,1322.0,304.0,826.0,487.0,664.0,397.0,789.0,1186.0,475.0,209.0,377.0,84.0,130.0,691.0,706.0,2778.0,40.1,79.1,19.0,38.9,0.489,8.9,24.3,0.368,14.3,19.5,0.733,11.7,23.2,34.9,14.0,6.1,11.1,2.5,3.8,20.3,20.8,81.7
2016_GAL,E2016,GAL,30.0,1200.0,2345.0,608.0,1195.0,276.0,682.0,301.0,416.0,280.0,676.0,956.0,586.0,186.0,360.0,117.0,65.0,563.0,553.0,2647.0,40.0,78.2,20.3,39.8,0.509,9.2,22.7,0.405,10.0,13.9,0.724,9.3,22.5,31.9,19.5,6.2,12.0,3.9,2.2,18.8,18.4,88.2
2016_IST,E2016,IST,35.0,1420.0,2870.0,785.0,1570.0,265.0,787.0,505.0,688.0,437.0,807.0,1244.0,626.0,242.0,404.0,118.0,93.0,678.0,732.0,3167.0,40.6,82.0,22.4,44.9,0.5,7.6,22.5,0.337,14.4,19.7,0.734,12.5,23.1,35.5,17.9,6.9,11.5,3.4,2.7,19.4,20.9,90.5
2016_MAD,E2016,MAD,36.0,1448.0,3070.0,758.0,1344.0,350.0,939.0,504.0,656.0,394.0,900.0,1294.0,727.0,241.0,436.0,104.0,72.0,759.0,752.0,3594.0,40.2,85.3,21.1,37.3,0.564,9.7,26.1,0.373,14.0,18.2,0.768,10.9,25.0,35.9,20.2,6.7,12.1,2.9,2.0,21.1,20.9,99.8
2016_MIL,E2016,MIL,30.0,1205.0,2422.0,673.0,1283.0,212.0,606.0,440.0,584.0,339.0,664.0,1003.0,523.0,211.0,426.0,46.0,80.0,660.0,625.0,2516.0,40.2,80.7,22.4,42.8,0.525,7.1,20.2,0.35,14.7,19.5,0.753,11.3,22.1,33.4,17.4,7.0,14.2,1.5,2.7,22.0,20.8,83.9
2016_OLY,E2016,OLY,37.0,1484.9,2863.0,714.0,1411.0,305.0,879.0,520.0,704.0,434.0,948.0,1382.0,564.0,224.0,465.0,123.0,119.0,742.0,792.0,3167.0,40.1,77.4,19.3,38.1,0.506,8.2,23.8,0.347,14.1,19.0,0.739,11.7,25.6,37.4,15.2,6.1,12.6,3.3,3.2,20.1,21.4,85.6
2016_PAN,E2016,PAN,33.0,1345.0,2520.0,601.0,1188.0,306.0,865.0,400.0,563.0,326.0,776.0,1102.0,497.0,245.0,368.0,100.0,79.0,657.0,642.0,2693.0,40.8,76.4,18.2,36.0,0.506,9.3,26.2,0.354,12.1,17.1,0.71,9.9,23.5,33.4,15.1,7.4,11.2,3.0,2.4,19.9,19.5,81.6
2016_RED,E2016,RED,30.0,1205.0,2209.0,609.0,1216.0,204.0,616.0,379.0,505.0,278.0,663.0,941.0,489.0,271.0,361.0,49.0,105.0,607.0,580.0,2321.0,40.2,73.6,20.3,40.5,0.501,6.8,20.5,0.331,12.6,16.8,0.75,9.3,22.1,31.4,16.3,9.0,12.0,1.6,3.5,20.2,19.3,77.4
2016_TEL,E2016,TEL,30.0,1205.0,2341.0,626.0,1206.0,244.0,622.0,357.0,492.0,260.0,763.0,1023.0,527.0,163.0,425.0,53.0,75.0,606.0,557.0,2465.0,40.2,78.0,20.9,40.2,0.519,8.1,20.7,0.392,11.9,16.4,0.726,8.7,25.4,34.1,17.6,5.4,14.2,1.8,2.5,20.2,18.6,82.2
2016_ULK,E2016,ULK,35.0,1410.0,2680.0,647.0,1252.0,309.0,773.0,459.0,604.0,313.0,834.0,1147.0,612.0,226.0,440.0,124.0,84.0,686.0,725.0,3090.0,40.3,76.6,18.5,35.8,0.517,8.8,22.1,0.4,13.1,17.3,0.76,8.9,23.8,32.8,17.5,6.5,12.6,3.5,2.4,19.6,20.7,88.3
2016_UNK,E2016,UNK,30.0,1205.0,2298.0,610.0,1219.0,216.0,589.0,430.0,541.0,320.0,682.0,1002.0,472.0,163.0,379.0,81.0,71.0,575.0,592.0,2490.0,40.2,76.6,20.3,40.6,0.5,7.2,19.6,0.367,14.3,18.0,0.795,10.7,22.7,33.4,15.7,5.4,12.6,2.7,2.4,19.2,19.7,83.0
2016_ZAL,E2016,ZAL,30.0,1200.0,2350.0,597.0,1149.0,248.0,637.0,412.0,519.0,332.0,685.0,1017.0,572.0,148.0,409.0,55.0,94.0,699.0,626.0,2518.0,40.0,78.3,19.9,38.3,0.52,8.3,21.2,0.389,13.7,17.3,0.794,11.1,22.8,33.9,19.1,4.9,13.6,1.8,3.1,23.3,20.9,83.9
2017_BAM,E2017,BAM,30.0,1200.0,2309.0,556.0,1101.0,247.0,644.0,456.0,571.0,255.0,689.0,944.0,484.0,145.0,365.0,49.0,85.0,654.0,626.0,2396.0,40.0,77.0,18.5,36.7,0.505,8.2,21.5,0.384,15.2,19.0,0.799,8.5,23.0,31.5,16.1,4.8,12.2,1.6,2.8,21.8,20.9,79.9
2017_BAR,E2017,BAR,30.0,1200.0,2456.0,640.0,1165.0,278.0,727.0,342.0,462.0,288.0,755.0,1043.0,615.0,182.0,365.0,67.0,74.0,639.0,564.0,2755.0,40.0,81.9,21.3,38.8,0.549,9.3,24.2,0.382,11.4,15.4,0.74,9.6,25.2,34.8,20.5,6.1,12.2,2.2,2.5,21.3,18.8,91.8
2017_BAS,E2017,BAS,34.0,1360.0,2820.0,715.0,1279.0,322.0,802.0,424.0,561.0,328.0,801.0,1129.0,665.0,201.0,429.0,99.0,88.0,696.0,678.0,3198.0,40.0,82.9,21.0,37.6,0.559,9.5,23.6,0.401,12.5,16.5,0.756,9.6,23.6,33.2,19.6,5.9,12.6,2.9,2.6,20.5,19.9,94.1
2017_CSK,E2017,CSK,36.0,1445.1,3194.0,806.0,1469.0,327.0,785.0,601.0,739.0,381.0,818.0,1199.0,634.0,270.0,418.0,108.0,119.0,809.0,794.0,3594.0,40.1,88.7,22.4,40.8,0.549,9.1,21.8,0.417,16.7,20.5,0.813,10.6,22.7,33.3,17.6,7.5,11.6,3.0,3.3,22.5,22.1,99.8
2017_IST,E2017,IST,30.0,1200.0,2321.0,642.0,1286.0,213.0,622.0,398.0,521.0,349.0,643.0,992.0,462.0,177.0,331.0,91.0,91.0,569.0,596.0,2472.0,40.0,77.4,21.4,42.9,0.499,7.1,20.7,0.342,13.3,17.4,0.764,11.6,21.4,33.1,15.4,5.9,11.0,3.0,3.0,19.0,19.9,82.4
2017_KHI,E2017,KHI,34.0,1355.3,2665.0,600.0,1138.0,338.0,934.0,451.0,599.0,346.0,745.0,1091.0,611.0,239.0,409.0,104.0,74.0,765.0,680.0,2860.0,39.9,78.4,17.6,33.5,0.527,9.9,27.5,0.362,13.3,17.6,0.753,10.2,21.9,32.1,18.0,7.0,12.0,3.1,2.2,22.5,20.0,84.1
2017_MAD,E2017,MAD,36.0,1445.0,3090.0,721.0,1308.0,347.0,919.0,607.0,785.0,375.0,909.0,1284.0,695.0,243.0,412.0,117.0,81.0,734.0,833.0,3698.0,40.1,85.8,20.0,36.3,0.551,9.6,25.5,0.378,16.9,21.8,0.773,10.4,25.2,35.7,19.3,6.8,11.4,3.2,2.2,20.4,23.1,102.7
2017_MAL,E2017,MAL,30.0,1215.0,2387.0,618.0,1209.0,248.0,709.0,407.0,544.0,385.0,670.0,1055.0,544.0,193.0,356.0,63.0,67.0,540.0,627.0,2717.0,40.5,79.6,20.6,40.3,0.511,8.3,23.6,0.35,13.6,18.1,0.748,12.8,22.3,35.2,18.1,6.4,11.9,2.1,2.2,18.0,20.9,90.6
2017_MIL,E2017,MIL,30.0,1220.0,2450.0,596.0,1134.0,259.0,705.0,481.0,616.0,286.0,669.0,955.0,482.0,156.0,319.0,76.0,65.0,641.0,654.0,2629.0,40.7,81.7,19.9,37.8,0.526,8.6,23.5,0.367,16.0,20.5,0.781,9.5,22.3,31.8,16.1,5.2,10.6,2.5,2.2,21.4,21.8,87.6
2017_OLY,E2017,OLY,34.0,1390.2,2643.0,637.0,1235.0,261.0,780.0,586.0,778.0,362.0,859.0,1221.0,548.0,179.0,434.0,63.0,86.0,722.0,764.0,2867.0,40.9,77.7,18.7,36.3,0.516,7.7,22.9,0.335,17.2,22.9,0.753,10.6,25.3,35.9,16.1,5.3,12.8,1.9,2.5,21.2,22.5,84.3
2017_PAM,E2017,PAM,30.0,1210.0,2360.0,525.0,1032.0,294.0,739.0,428.0,517.0,269.0,683.0,952.0,520.0,152.0,346.0,64.0,68.0,564.0,624.0,2653.0,40.3,78.7,17.5,34.4,0.509,9.8,24.6,0.398,14.3,17.2,0.828,9.0,22.8,31.7,17.3,5.1,11.5,2.1,2.3,18.8,20.8,88.4
2017_PAN,E2017,PAN,34.0,1375.0,2701.0,673.0,1243.0,306.0,860.0,437.0,645.0,350.0,771.0,1121.0,556.0,244.0,394.0,82.0,83.0,794.0,708.0,2809.0,40.4,79.4,19.8,36.6,0.541,9.0,25.3,0.356,12.9,19.0,0.678,10.3,22.7,33.0,16.4,7.2,11.6,2.4,2.4,23.4,20.8,82.6
2017_RED,E2017,RED,30.0,1200.0,2333.0,579.0,1171.0,252.0,738.0,419.0,559.0,366.0,610.0,976.0,473.0,203.0,323.0,71.0,69.0,695.0,623.0,2374.0,40.0,77.8,19.3,39.0,0.494,8.4,24.6,0.341,14.0,18.6,0.75,12.2,20.3,32.5,15.8,6.8,10.8,2.4,2.3,23.2,20.8,79.1
2017_TEL,E2017,TEL,30.0,1199.9,2440.0,720.0,1399.0,200.0,562.0,400.0,566.0,360.0,735.0,1095.0,524.0,198.0,340.0,109.0,85.0,582.0,587.0,2739.0,40.0,81.3,24.0,46.6,0.515,6.7,18.7,0.356,13.3,18.9,0.707,12.0,24.5,36.5,17.5,6.6,11.3,3.6,2.8,19.4,19.6,91.3
2017_ULK,E2017,ULK,36.0,1460.0,2929.0,732.0,1355.0,310.0,739.0,535.0,675.0,350.0,798.0,1148.0,692.0,229.0,428.0,100.0,81.0,764.0,763.0,3396.0,40.6,81.4,20.3,37.6,0.54,8.6,20.5,0.419,14.9,18.8,0.793,9.7,22.2,31.9,19.2,6.4,11.9,2.8,2.2,21.2,21.2,94.3
2017_ZAL,E2017,ZAL,36.0,1460.0,2928.0,803.0,1478.0,250.0,594.0,572.0,741.0,353.0,853.0,1206.0,692.0,204.0,483.0,69.0,119.0,850.0,803.0,3262.0,40.6,81.3,22.3,41.1,0.543,6.9,16.5,0.421,15.9,20.6,0.772,9.8,23.7,33.5,19.2,5.7,13.4,1.9,3.3,23.6,22.3,90.6
2018_BAR,E2018,BAR,35.0,1405.0,2733.0,719.0,1371.0,278.0,757.0,461.0,625.0,394.0,838.0,1232.0,599.0,225.0,442.0,83.0,88.0,704.0,731.0,3074.0,40.1,78.1,20.5,39.2,0.524,7.9,21.6,0.367,13.2,17.9,0.738,11.3,23.9,35.2,17.1,6.4,12.6,2.4,2.5,20.1,20.9,87.8
2018_BAS,E2018,BAS,34.0,1365.0,2762.0,707.0,1310.0,289.0,802.0,481.0,640.0,373.0,827.0,1200.0,623.0,226.0,441.0,81.0,81.0,693.0,669.0,3071.0,40.1,81.2,20.8,38.5,0.54,8.5,23.6,0.36,14.1,18.8,0.752,11.0,24.3,35.3,18.3,6.6,13.0,2.4,2.4,20.4,19.7,90.3
2018_BUD,E2018,BUD,30.0,1200.0,2230.0,597.0,1239.0,239.0,627.0,319.0,441.0,297.0,648.0,945.0,442.0,173.0,355.0,81.0,73.0,651.0,556.0,2196.0,40.0,74.3,19.9,41.3,0.482,8.0,20.9,0.381,10.6,14.7,0.723,9.9,21.6,31.5,14.7,5.8,11.8,2.7,2.4,21.7,18.5,73.2
2018_CAN,E2018,CAN,30.0,1205.0,2332.0,577.0,1124.0,265.0,776.0,383.0,524.0,315.0,627.0,942.0,520.0,202.0,396.0,60.0,68.0,639.0,612.0,2366.0,40.2,77.7,19.2,37.5,0.513,8.8,25.9,0.341,12.8,17.5,0.731,10.5,20.9,31.4,17.3,6.7,13.2,2.0,2.3,21.3,20.4,78.9
2018_CSK,E2018,CSK,36.0,1445.0,3127.0,768.0,1451.0,317.0,778.0,640.0,788.0,415.0,841.0,1256.0,618.0,219.0,423.0,81.0,112.0,819.0,850.0,3505.0,40.1,86.9,21.3,40.3,0.529,8.8,21.6,0.407,17.8,21.9,0.812,11.5,23.4,34.9,17.2,6.1,11.8,2.2,3.1,22.8,23.6,97.4
2018_DAR,E2018,DAR,30.0,1200.0,2238.0,630.0,1234.0,200.0,634.0,378.0,506.0,335.0,679.0,1014.0,498.0,177.0,418.0,106.0,98.0,643.0,576.0,2284.0,40.0,74.6,21.0,41.1,0.511,6.7,21.1,0.315,12.6,16.9,0.747,11.2,22.6,33.8,16.6,5.9,13.9,3.5,3.3,21.4,19.2,76.1
2018_IST,E2018,IST,36.0,1440.0,3053.0,751.0,1291.0,375.0,927.0,426.0,520.0,307.0,853.0,1160.0,695.0,221.0,407.0,108.0,72.0,646.0,678.0,3604.0,40.0,84.8,20.9,35.9,0.582,10.4,25.8,0.405,11.8,14.4,0.819,8.5,23.7,32.2,19.3,6.1,11.3,3.0,2.0,17.9,18.8,100.1
2018_KHI,E2018,KHI,29.0,1165.0,2261.0,520.0,958.0,287.0,822.0,360.0,463.0,277.0,597.0,874.0,529.0,221.0,344.0,89.0,76.0,650.0,550.0,2378.0,40.2,78.0,17.9,33.0,0.543,9.9,28.3,0.349,12.4,16.0,0.778,9.6,20.6,30.1,18.2,7.6,11.9,3.1,2.6,22.4,19.0,82.0
2018_MAD,E2018,MAD,35.0,1400.0,3004.0,709.0,1250.0,360.0,951.0,506.0,653.0,347.0,943.0,1290.0,706.0,205.0,405.0,111.0,78.0,677.0,748.0,3625.0,40.0,85.8,20.3,35.7,0.567,10.3,27.2,0.379,14.5,18.7,0.775,9.9,26.9,36.9,20.2,5.9,11.6,3.2,2.2,19.3,21.4,103.6
2018_MIL,E2018,MIL,30.0,1205.1,2618.0,594.0,1124.0,301.0,778.0,527.0,655.0,329.0,692.0,1021.0,478.0,193.0,340.0,65.0,66.0,601.0,630.0,2863.0,40.2,87.3,19.8,37.5,0.528,10.0,25.9,0.387,17.6,21.8,0.805,11.0,23.1,34.0,15.9,6.4,11.3,2.2,2.2,20.0,21.0,95.4
2018_MUN,E2018,MUN,30.0,1210.0,2372.0,613.0,1111.0,252.0,664.0,390.0,505.0,247.0,639.0,886.0,527.0,197.0,347.0,51.0,75.0,586.0,594.0,2594.0,40.3,79.1,20.4,37.0,0.552,8.4,22.1,0.38,13.0,16.8,0.772,8.2,21.3,29.5,17.6,6.6,11.6,1.7,2.5,19.5,19.8,86.5
2018_OLY,E2018,OLY,30.0,1205.0,2337.0,624.0,1170.0,225.0,637.0,414.0,558.0,325.0,754.0,1079.0,529.0,162.0,382.0,64.0,91.0,537.0,600.0,2659.0,40.2,77.9,20.8,39.0,0.533,7.5,21.2,0.353,13.8,18.6,0.742,10.8,25.1,36.0,17.6,5.4,12.7,2.1,3.0,17.9,20.0,88.6
2018_PAN,E2018,PAN,33.0,1325.0,2606.0,786.0,1465.0,210.0,647.0,404.0,577.0,355.0,758.0,1113.0,552.0,228.0,368.0,93.0,90.0,708.0,691.0,2828.0,40.2,79.0,23.8,44.4,0.537,6.4,19.6,0.325,12.2,17.5,0.7,10.8,23.0,33.7,16.7,6.9,11.2,2.8,2.7,21.5,20.9,85.7
2018_TEL,E2018,TEL,30.0,1200.0,2376.0,630.0,1174.0,260.0,773.0,336.0,474.0,357.0,731.0,1088.0,475.0,195.0,353.0,81.0,60.0,638.0,560.0,2529.0,40.0,79.2,21.0,39.1,0.537,8.7,25.8,0.336,11.2,15.8,0.709,11.9,24.4,36.3,15.8,6.5,11.8,2.7,2.0,21.3,18.7,84.3
2018_ULK,E2018,ULK,36.0,1455.0,2999.0,728.0,1248.0,350.0,818.0,493.0,611.0,283.0,787.0,1070.0,651.0,245.0,411.0,85.0,67.0,739.0,729.0,3456.0,40.4,83.3,20.2,34.7,0.583,9.7,22.7,0.428,13.7,17.0,0.807,7.9,21.9,29.7,18.1,6.8,11.4,2.4,1.9,20.5,20.2,96.0
2018_ZAL,E2018,ZAL,34.0,1375.0,2655.0,716.0,1344.0,215.0,565.0,578.0,717.0,306.0,787.0,1093.0,593.0,192.0,455.0,53.0,97.0,738.0,784.0,2963.0,40.4,78.1,21.1,39.5,0.533,6.3,16.6,0.381,17.0,21.1,0.806,9.0,23.1,32.1,17.4,5.6,13.4,1.6,2.9,21.7,23.1,87.1
2019_ASV,E2019,ASV,28.0,1125.0,2082.0,541.0,1078.0,214.0,638.0,358.0,470.0,301.0,584.0,885.0,456.0,154.0,351.0,82.0,72.0,641.0,552.0,2074.0,40.2,74.4,19.3,38.5,0.502,7.6,22.8,0.335,12.8,16.8,0.762,10.8,20.9,31.6,16.3,5.5,12.5,2.9,2.6,22.9,19.7,74.1
2019_BAR,E2019,BAR,28.0,1120.0,2357.0,551.0,1026.0,278.0,711.0,421.0,535.0,290.0,696.0,986.0,532.0,190.0,371.0,57.0,62.0,549.0,593.0,2711.0,40.0,84.2,19.7,36.6,0.537,9.9,25.4,0.391,15.0,19.1,0.787,10.4,24.9,35.2,19.0,6.8,13.2,2.0,2.2,19.6,21.2,96.8
2019_BAS,E2019,BAS,28.0,1120.0,2059.0,548.0,1067.0,208.0,636.0,339.0,477.0,321.0,647.0,968.0,389.0,192.0,400.0,91.0,74.0,574.0,571.0,2137.0,40.0,73.5,19.6,38.1,0.514,7.4,22.7,0.327,12.1,17.0,0.711,11.5,23.1,34.6,13.9,6.9,14.3,3.2,2.6,20.5,20.4,76.3
2019_BER,E2019,BER,28.0,1150.0,2365.0,529.0,1062.0,291.0,735.0,434.0,539.0,318.0,614.0,932.0,547.0,191.0,389.0,60.0,71.0,578.0,595.0,2570.0,41.1,84.5,18.9,37.9,0.498,10.4,26.2,0.396,15.5,19.2,0.805,11.4,21.9,33.3,19.5,6.8,13.9,2.1,2.5,20.6,21.2,91.8
2019_CSK,E2019,CSK,28.0,1130.0,2334.0,506.0,1004.0,307.0,784.0,401.0,515.0,329.0,729.0,1058.0,464.0,186.0,367.0,81.0,73.0,580.0,559.0,2573.0,40.4,83.4,18.1,35.9,0.504,11.0,28.0,0.392,14.3,18.4,0.779,11.8,26.0,37.8,16.6,6.6,13.1,2.9,2.6,20.7,20.0,91.9
2019_DYR,E2019,DYR,28.0,1135.0,2098.0,544.0,1029.0,236.0,714.0,302.0,433.0,339.0,569.0,908.0,520.0,204.0,383.0,68.0,77.0,553.0,574.0,2265.0,40.5,74.9,19.4,36.8,0.529,8.4,25.5,0.331,10.8,15.5,0.697,12.1,20.3,32.4,18.6,7.3,13.7,2.4,2.8,19.8,20.5,80.9
2019_IST,E2019,IST,28.0,1125.0,2443.0,567.0,993.0,309.0,734.0,382.0,444.0,252.0,675.0,927.0,494.0,202.0,320.0,67.0,69.0,466.0,542.0,2907.0,40.2,87.2,20.2,35.5,0.571,11.0,26.2,0.421,13.6,15.9,0.86,9.0,24.1,33.1,17.6,7.2,11.4,2.4,2.5,16.6,19.4,103.8
2019_KHI,E2019,KHI,28.0,1125.0,2395.0,548.0,965.0,312.0,804.0,363.0,451.0,266.0,645.0,911.0,550.0,181.0,362.0,78.0,58.0,613.0,510.0,2595.0,40.2,85.5,19.6,34.5,0.568,11.1,28.7,0.388,13.0,16.1,0.805,9.5,23.0,32.5,19.6,6.5,12.9,2.8,2.1,21.9,18.2,92.7
2019_MAD,E2019,MAD,28.0,1120.0,2371.0,542.0,969.0,302.0,780.0,381.0,484.0,277.0,710.0,987.0,555.0,177.0,349.0,113.0,51.0,521.0,598.0,2872.0,40.0,84.7,19.4,34.6,0.559,10.8,27.9,0.387,13.6,17.3,0.787,9.9,25.4,35.2,19.8,6.3,12.5,4.0,1.8,18.6,21.4,102.6
2019_MIL,E2019,MIL,28.0,1130.0,2187.0,522.0,1059.0,252.0,665.0,387.0,495.0,251.0,687.0,938.0,442.0,146.0,325.0,78.0,62.0,595.0,555.0,2306.0,40.4,78.1,18.6,37.8,0.493,9.0,23.8,0.379,13.8,17.7,0.782,9.0,24.5,33.5,15.8,5.2,11.6,2.8,2.2,21.2,19.8,82.4
2019_MUN,E2019,MUN,28.0,1125.0,2069.0,536.0,1062.0,218.0,564.0,343.0,453.0,258.0,610.0,868.0,466.0,179.0,420.0,62.0,96.0,581.0,547.0,2112.0,40.2,73.9,19.1,37.9,0.505,7.8,20.1,0.387,12.2,16.2,0.757,9.2,21.8,31.0,16.6,6.4,15.0,2.2,3.4,20.8,19.5,75.4
2019_OLY,E2019,OLY,28.0,1134.0,2267.0,574.0,1028.0,233.0,652.0,420.0,575.0,279.0,703.0,982.0,478.0,176.0,376.0,59.0,49.0,565.0,604.0,2548.0,40.5,81.0,20.5,36.7,0.558,8.3,23.3,0.357,15.0,20.5,0.73,10.0,25.1,35.1,17.1,6.3,13.4,2.1,1.8,20.2,21.6,91.0
2019_PAM,E2019,PAM,28.0,1130.0,2284.0,525.0,978.0,271.0,754.0,421.0,538.0,313.0,643.0,956.0,481.0,174.0,333.0,43.0,65.0,497.0,607.0,2597.0,40.4,81.6,18.8,34.9,0.537,9.7,26.9,0.359,15.0,19.2,0.783,11.2,23.0,34.1,17.2,6.2,11.9,1.5,2.3,17.8,21.7,92.8
2019_PAN,E2019,PAN,28.0,1140.0,2439.0,661.0,1191.0,231.0,662.0,424.0,550.0,303.0,700.0,1003.0,500.0,185.0,321.0,86.0,68.0,568.0,537.0,2706.0,40.7,87.1,23.6,42.5,0.555,8.2,23.6,0.349,15.1,19.6,0.771,10.8,25.0,35.8,17.9,6.6,11.5,3.1,2.4,20.3,19.2,96.6
2019_RED,E2019,RED,28.0,1134.0,2094.0,540.0,1105.0,207.0,599.0,393.0,518.0,307.0,660.0,967.0,435.0,194.0,371.0,71.0,94.0,606.0,561.0,2169.0,40.5,74.8,19.3,39.5,0.489,7.4,21.4,0.346,14.0,18.5,0.759,11.0,23.6,34.5,15.5,6.9,13.2,2.5,3.4,21.6,20.0,77.5
2019_TEL,E2019,TEL,28.0,1125.0,2308.0,564.0,1040.0,278.0,742.0,346.0,476.0,288.0,719.0,1007.0,479.0,217.0,364.0,64.0,74.0,635.0,538.0,2470.0,40.2,82.4,20.1,37.1,0.542,9.9,26.5,0.375,12.4,17.0,0.727,10.3,25.7,36.0,17.1,7.8,13.0,2.3,2.6,22.7,19.2,88.2
2019_ULK,E2019,ULK,28.0,1130.0,2186.0,512.0,949.0,265.0,659.0,367.0,463.0,222.0,591.0,813.0,493.0,177.0,376.0,45.0,58.0,573.0,576.0,2356.0,40.4,78.1,18.3,33.9,0.54,9.5,23.5,0.402,13.1,16.5,0.793,7.9,21.1,29.0,17.6,6.3,13.4,1.6,2.1,20.5,20.6,84.1
2019_ZAL,E2019,ZAL,28.0,1140.0,2257.0,551.0,1026.0,246.0,644.0,417.0,505.0,300.0,615.0,915.0,478.0,156.0,350.0,47.0,79.0,602.0,599.0,2460.0,40.7,80.6,19.7,36.6,0.537,8.8,23.0,0.382,14.9,18.0,0.826,10.7,22.0,32.7,17.1,5.6,12.5,1.7,2.8,21.5,21.4,87.9
2020_ASV,E2020,ASV,34.0,1370.0,2607.0,648.0,1242.0,286.0,727.0,453.0,585.0,295.0,761.0,1056.0,559.0,224.0,494.0,108.0,69.0,732.0,677.0,2769.0,40.3,76.7,19.1,36.5,0.522,8.4,21.4,0.393,13.3,17.2,0.774,8.7,22.4,31.1,16.4,6.6,14.5,3.2,2.0,21.5,19.9,81.4
2020_BAR,E2020,BAR,41.0,1655.0,3280.0,855.0,1595.0,324.0,812.0,598.0,755.0,441.0,959.0,1400.0,727.0,270.0,585.0,108.0,96.0,889.0,866.0,3696.0,40.4,80.0,20.9,38.9,0.536,7.9,19.8,0.399,14.6,18.4,0.792,10.8,23.4,34.1,17.7,6.6,14.3,2.6,2.3,21.7,21.1,90.1
2020_BAS,E2020,BAS,34.0,1365.0,2751.0,685.0,1288.0,314.0,807.0,439.0,574.0,372.0,802.0,1174.0,683.0,282.0,479.0,97.0,85.0,603.0,678.0,3267.0,40.1,80.9,20.1,37.9,0.532,9.2,23.7,0.389,12.9,16.9,0.765,10.9,23.6,34.5,20.1,8.3,14.1,2.9,2.5,17.7,19.9,96.1
