game_point_id,game_id,game,round,phase,season_code,number_of_play,team,player_id,player,action_id,action,points,coord_x,coord_y,zone,fastbreak,second_chance,points_off_turnover,minute,console,points_a,points_b,timestamp
2007_001_426,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,426,BAS,PANB,RAKOCEVIC_ IGOR,2FGM,Two Pointer,2,-5,58,D,None,None,None,28,02:00,65,65,1970-01-01
2007_001_439,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,439,BAS,PANB,RAKOCEVIC_ IGOR,2FGAB,Missed Two Pointer,0,-23,43,D,None,None,None,29,01:00,65,65,1970-01-01
2007_001_443,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,443,OLY,PTFV,WOODS_ QYNTEL,2FGM,Two Pointer,2,38,64,C,None,None,None,29,01:00,67,65,1970-01-01
2007_001_448,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,448,OLY,PCBV,MACIJAUSKAS_ ARVYDAS,3FGM,Three Pointer,3,384,600,G,None,None,None,30,00:00,70,65,1970-01-01
2007_001_450,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,450,BAS,PANB,RAKOCEVIC_ IGOR,3FGA,Missed Three Pointer,0,-125,712,J,None,None,None,30,00:00,70,65,1970-01-01
2007_001_457,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,457,BAS,PANB,RAKOCEVIC_ IGOR,2FGM,Two Pointer,2,0,20,D,None,None,None,31,09:00,70,67,1970-01-01
2007_001_458,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,458,BAS,PAFP,PLANINIC_ ZORAN,2FGM,Two Pointer,2,-20,43,D,None,None,None,31,09:00,70,69,1970-01-01
2007_001_463,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,463,BAS,PJWO,MICKEAL_ PETE,2FGM,Two Pointer,2,-15,69,D,None,None,None,31,09:00,70,71,1970-01-01
2007_001_471,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,471,OLY,PTFV,WOODS_ QYNTEL,FTM,Free Throw In,1,-1,-1,,None,None,None,32,08:00,71,71,1970-01-01
2007_001_472,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,472,BAS,PJWO,MICKEAL_ PETE,3FGM,Three Pointer,3,-669,25,F,None,None,None,32,08:00,71,74,1970-01-01
2007_001_474,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,474,OLY,PTFV,WOODS_ QYNTEL,2FGM,Two Pointer,2,-43,369,D,None,None,None,32,08:00,73,74,1970-01-01
2007_001_480,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,480,OLY,PCBV,MACIJAUSKAS_ ARVYDAS,2FGM,Two Pointer,2,-274,243,E,None,None,None,32,08:00,75,74,1970-01-01
2007_001_482,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,482,BAS,PANB,RAKOCEVIC_ IGOR,2FGA,Missed Two Pointer,0,-110,164,D,None,None,None,32,08:00,75,74,1970-01-01
2007_001_483,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,483,BAS,PJWO,MICKEAL_ PETE,3FGA,Missed Three Pointer,0,69,735,G,None,None,None,32,08:00,75,74,1970-01-01
2007_001_490,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,490,BAS,PJWO,MICKEAL_ PETE,FTM,Free Throw In,1,-1,-1,,None,None,None,33,07:00,75,75,1970-01-01
2007_001_491,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,491,OLY,PTFV,WOODS_ QYNTEL,2FGM,Two Pointer,2,-23,156,D,None,None,None,33,07:00,77,75,1970-01-01
2007_001_492,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,492,BAS,PCBY,SPLITTER_ TIAGO,2FGM,Two Pointer,2,-12,48,D,None,None,None,33,07:00,77,77,1970-01-01
2007_001_494,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,494,BAS,PJWO,MICKEAL_ PETE,FTM,Free Throw In,1,-1,-1,,None,None,None,33,07:00,77,78,1970-01-01
2007_001_498,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,498,OLY,PAQU,BOUROUSIS_ IOANNIS,2FGA,Missed Two Pointer,0,212,307,B,None,None,None,34,06:00,77,78,1970-01-01
2007_001_501,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,501,OLY,P000126,JACKSON_ MARC,2FGA,Missed Two Pointer,0,-143,189,D,None,None,None,34,06:00,77,78,1970-01-01
2007_001_504,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,504,OLY,PAQU,BOUROUSIS_ IOANNIS,FTM,Free Throw In,1,-1,-1,,None,None,None,34,06:00,78,78,1970-01-01
2007_001_505,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,505,OLY,PAQU,BOUROUSIS_ IOANNIS,FTM,Free Throw In,1,-1,-1,,None,None,None,34,06:00,79,78,1970-01-01
2007_001_507,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,507,BAS,PANB,RAKOCEVIC_ IGOR,3FGA,Missed Three Pointer,0,-589,394,F,None,None,None,35,05:00,79,78,1970-01-01
2007_001_509,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,509,OLY,PCBV,MACIJAUSKAS_ ARVYDAS,2FGM,Two Pointer,2,156,379,C,None,None,None,35,05:00,81,78,1970-01-01
2007_001_517,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,517,BAS,PJWO,MICKEAL_ PETE,2FGM,Two Pointer,2,400,176,B,None,None,None,35,05:00,81,80,1970-01-01
2007_001_519,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,519,OLY,PCRR,GREER_ LYNN TERENCE,2FGA,Missed Two Pointer,0,174,197,C,None,None,None,36,04:00,81,80,1970-01-01
2007_001_521,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,521,OLY,PTFV,WOODS_ QYNTEL,2FGM,Two Pointer,2,12,17,C,None,None,None,36,04:00,83,80,1970-01-01
2007_001_523,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,523,BAS,PAFP,PLANINIC_ ZORAN,3FGA,Missed Three Pointer,0,-656,43,F,None,None,None,36,04:00,83,80,1970-01-01
2007_001_525,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,525,OLY,PAQU,BOUROUSIS_ IOANNIS,2FGM,Two Pointer,2,7,2,C,None,None,None,36,04:00,85,80,1970-01-01
2007_001_528,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,528,BAS,PJTT,MCDONALD_ WILL,2FGA,Missed Two Pointer,0,-361,194,E,None,None,None,37,03:00,85,80,1970-01-01
2007_001_530,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,530,OLY,PCRR,GREER_ LYNN TERENCE,3FGM,Three Pointer,3,433,523,G,None,None,None,37,03:00,88,80,1970-01-01
2007_001_531,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,531,BAS,PCBX,PRIGIONI_ PABLO,3FGA,Missed Three Pointer,0,684,58,A,None,None,None,37,03:00,88,80,1970-01-01
2007_001_533,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,533,OLY,PAQU,BOUROUSIS_ IOANNIS,3FGA,Missed Three Pointer,0,79,682,G,None,None,None,37,03:00,88,80,1970-01-01
2007_001_536,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,536,BAS,PAFP,PLANINIC_ ZORAN,3FGA,Missed Three Pointer,0,-671,71,F,None,None,None,38,02:00,88,80,1970-01-01
2007_001_538,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,538,BAS,PJZJ,TELETOVIC_ MIRZA,2FGM,Two Pointer,2,-58,38,D,None,None,None,38,02:00,88,82,1970-01-01
2007_001_539,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,539,OLY,PAQU,BOUROUSIS_ IOANNIS,3FGA,Missed Three Pointer,0,-566,456,J,None,None,None,38,02:00,88,82,1970-01-01
2007_001_554,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,554,BAS,PAJK,VIDAL_ SERGI,3FGM,Three Pointer,3,-656,120,F,None,None,None,39,01:00,88,85,1970-01-01
2007_001_556,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,556,OLY,PCRR,GREER_ LYNN TERENCE,2FGA,Missed Two Pointer,0,-43,71,D,None,None,None,39,01:00,88,85,1970-01-01
2007_001_560,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,560,BAS,PJZJ,TELETOVIC_ MIRZA,3FGA,Missed Three Pointer,0,679,102,A,None,None,None,39,01:00,88,85,1970-01-01
2007_001_566,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,566,OLY,PCRR,GREER_ LYNN TERENCE,FTM,Free Throw In,1,-1,-1,,None,None,None,40,00:00,89,85,1970-01-01
2007_001_567,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,567,OLY,PCRR,GREER_ LYNN TERENCE,FTM,Free Throw In,1,-1,-1,,None,None,None,40,00:00,90,85,1970-01-01
2007_001_586,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,586,BAS,PJTT,MCDONALD_ WILL,FTM,Free Throw In,1,-1,-1,,None,None,None,40,00:00,90,86,1970-01-01
2007_001_587,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,587,BAS,PJTT,MCDONALD_ WILL,FTM,Free Throw In,1,-1,-1,,None,None,None,40,00:00,90,87,1970-01-01
2007_001_590,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,590,OLY,PCBV,MACIJAUSKAS_ ARVYDAS,FTM,Free Throw In,1,-1,-1,,None,None,None,40,00:00,91,87,1970-01-01
2007_001_591,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,591,OLY,PCBV,MACIJAUSKAS_ ARVYDAS,FTM,Free Throw In,1,-1,-1,,None,None,None,40,00:00,92,87,1970-01-01
2007_001_594,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,594,BAS,PJZJ,TELETOVIC_ MIRZA,3FGM,Three Pointer,3,656,82,A,None,None,None,40,00:00,92,90,1970-01-01
2007_001_601,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,601,OLY,PCBV,MACIJAUSKAS_ ARVYDAS,FTM,Free Throw In,1,-1,-1,,None,None,None,40,00:00,93,90,1970-01-01
2007_001_602,2007_001,OLY-BAS,1,REGULAR SEASON,E2007,602,OLY,PCBV,MACIJAUSKAS_ ARVYDAS,2FGM,Two Pointer,2,5,-5,C,None,None,None,40,00:00,95,90,1970-01-01
2007_002_002,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,2,ZAL,PANY,SALENGA_ DAINIUS,3FGAB,Missed Three Pointer,0,56,707,G,None,None,None,1,09:00,0,0,1970-01-01
2007_002_008,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,8,ZAL,PBWI,JANKUNAS_ PAULIUS,2FGM,Two Pointer,2,-76,33,D,None,None,None,1,09:00,0,2,1970-01-01
2007_002_009,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,9,ZAL,PBWI,JANKUNAS_ PAULIUS,FTM,Free Throw In,1,-1,-1,,None,None,None,1,09:00,0,3,1970-01-01
2007_002_010,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,10,VIR,PBXA,GIOVANNONI_ GUILHERME,2FGM,Two Pointer,2,238,133,C,None,None,None,1,09:00,2,3,1970-01-01
2007_002_011,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,11,ZAL,PADX,ZUKAUSKAS_ EURELJUS,2FGAB,Missed Two Pointer,0,410,517,G,None,None,None,1,09:00,2,3,1970-01-01
2007_002_013,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,13,VIR,PBXA,GIOVANNONI_ GUILHERME,2FGA,Missed Two Pointer,0,-323,302,E,None,None,None,1,09:00,2,3,1970-01-01
2007_002_015,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,15,ZAL,PBWI,JANKUNAS_ PAULIUS,2FGM,Two Pointer,2,-56,251,D,None,None,None,1,09:00,2,5,1970-01-01
2007_002_017,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,17,VIR,PTGM,SPENCER_ DEWARICK,2FGAB,Missed Two Pointer,0,302,610,G,None,None,None,1,09:00,2,5,1970-01-01
2007_002_019,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,19,ZAL,PBWI,JANKUNAS_ PAULIUS,2FGM,Two Pointer,2,269,256,B,None,None,None,1,09:00,2,7,1970-01-01
2007_002_020,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,20,ZAL,PANY,SALENGA_ DAINIUS,3FGAB,Missed Three Pointer,0,371,961,G,None,None,None,1,09:00,2,7,1970-01-01
2007_002_023,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,23,VIR,PTGZ,LESTINI_ FEDERICO,3FGAB,Missed Three Pointer,0,410,587,G,None,None,None,1,09:00,2,7,1970-01-01
2007_002_031,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,31,VIR,PTGM,SPENCER_ DEWARICK,2FGM,Two Pointer,2,320,307,B,None,None,None,3,07:00,4,7,1970-01-01
2007_002_035,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,35,ZAL,PAHT,BROWN_ MARCUS,3FGM,Three Pointer,3,82,674,G,None,None,None,3,07:00,4,10,1970-01-01
2007_002_039,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,39,ZAL,PBDB,COLLINS_ DE JUAN,3FGAB,Missed Three Pointer,0,-507,553,J,None,None,None,3,07:00,4,10,1970-01-01
2007_002_041,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,41,VIR,PTGT,CONROY_ WILL,3FGM,Three Pointer,3,-71,674,J,None,None,None,3,07:00,7,10,1970-01-01
2007_002_049,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,49,ZAL,PBDB,COLLINS_ DE JUAN,FTM,Free Throw In,1,-1,-1,,None,None,None,5,05:00,7,11,1970-01-01
2007_002_050,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,50,ZAL,PBDB,COLLINS_ DE JUAN,FTM,Free Throw In,1,-1,-1,,None,None,None,5,05:00,7,12,1970-01-01
2007_002_051,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,51,VIR,PTGM,SPENCER_ DEWARICK,2FGA,Missed Two Pointer,0,-28,387,D,None,None,None,5,05:00,7,12,1970-01-01
2007_002_053,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,53,ZAL,PAHT,BROWN_ MARCUS,3FGM,Three Pointer,3,82,712,G,None,None,None,5,05:00,7,15,1970-01-01
2007_002_058,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,58,ZAL,PBWI,JANKUNAS_ PAULIUS,3FGAB,Missed Three Pointer,0,51,689,G,None,None,None,6,04:00,7,15,1970-01-01
2007_002_066,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,66,VIR,PTGM,SPENCER_ DEWARICK,2FGM,Two Pointer,2,7,7,C,None,None,None,6,04:00,9,15,1970-01-01
2007_002_067,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,67,ZAL,PAHT,BROWN_ MARCUS,3FGAB,Missed Three Pointer,0,56,679,G,None,None,None,6,04:00,9,15,1970-01-01
2007_002_072,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,72,ZAL,PANY,SALENGA_ DAINIUS,2FGM,Two Pointer,2,-79,79,D,None,None,None,7,03:00,9,17,1970-01-01
2007_002_073,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,73,VIR,PTGV,ANDERSON_ ALAN,2FGM,Two Pointer,2,438,164,B,None,None,None,7,03:00,11,17,1970-01-01
2007_002_075,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,75,ZAL,PANY,SALENGA_ DAINIUS,2FGA,Missed Two Pointer,0,-89,33,D,None,None,None,8,02:00,11,17,1970-01-01
2007_002_077,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,77,VIR,PTGT,CONROY_ WILL,3FGM,Three Pointer,3,56,51,C,None,None,None,8,02:00,14,17,1970-01-01
2007_002_079,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,79,ZAL,PBDB,COLLINS_ DE JUAN,2FGM,Two Pointer,2,74,12,C,None,None,None,8,02:00,14,19,1970-01-01
2007_002_080,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,80,VIR,PBXA,GIOVANNONI_ GUILHERME,2FGM,Two Pointer,2,61,28,C,None,None,None,8,02:00,16,19,1970-01-01
2007_002_089,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,89,VIR,PTGT,CONROY_ WILL,2FGA,Missed Two Pointer,0,-138,89,D,None,None,None,8,02:00,16,19,1970-01-01
2007_002_093,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,93,VIR,PBXA,GIOVANNONI_ GUILHERME,2FGA,Missed Two Pointer,0,64,89,C,None,None,None,8,02:00,16,19,1970-01-01
2007_002_095,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,95,VIR,PTGO,CROSARIOL_ ANDREA,2FGM,Two Pointer,2,15,30,C,None,None,None,8,02:00,18,19,1970-01-01
2007_002_104,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,104,ZAL,PJCC,MACIULIS_ JONAS,FTM,Free Throw In,1,-1,-1,,None,None,None,9,01:00,18,20,1970-01-01
2007_002_114,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,114,VIR,PTGV,ANDERSON_ ALAN,FTM,Free Throw In,1,-1,-1,,None,None,None,10,00:00,19,20,1970-01-01
2007_002_121,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,121,ZAL,PBDB,COLLINS_ DE JUAN,FTM,Free Throw In,1,-1,-1,,None,None,None,10,00:00,19,21,1970-01-01
2007_002_134,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,134,VIR,PTGM,SPENCER_ DEWARICK,3FGA,Missed Three Pointer,0,-433,558,J,None,None,None,11,09:00,19,23,1970-01-01
2007_002_139,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,139,ZAL,PBTR,BEARD_ TANOKA,2FGA,Missed Two Pointer,0,-317,271,E,None,None,None,11,09:00,19,23,1970-01-01
2007_002_141,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,141,VIR,PTGQ,DI BELLA_ FABIO,2FGA,Missed Two Pointer,0,-82,53,D,None,None,None,11,09:00,19,23,1970-01-01
2007_002_145,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,145,VIR,PTGO,CROSARIOL_ ANDREA,2FGA,Missed Two Pointer,0,-17,456,I,None,None,None,12,08:00,19,23,1970-01-01
2007_002_148,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,148,VIR,PLHB,GARRI_ LUCA,2FGM,Two Pointer,2,79,71,C,None,None,None,12,08:00,21,23,1970-01-01
2007_002_152,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,152,VIR,PTGV,ANDERSON_ ALAN,2FGM,Two Pointer,2,-12,382,D,None,None,None,13,07:00,23,23,1970-01-01
2007_002_158,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,158,ZAL,PJCC,MACIULIS_ JONAS,FTM,Free Throw In,1,-1,-1,,None,None,None,13,07:00,23,24,1970-01-01
2007_002_159,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,159,ZAL,PJCC,MACIULIS_ JONAS,FTM,Free Throw In,1,-1,-1,,None,None,None,13,07:00,23,25,1970-01-01
2007_002_160,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,160,VIR,PTGV,ANDERSON_ ALAN,3FGM,Three Pointer,3,705,-2,A,None,None,None,13,07:00,26,25,1970-01-01
2007_002_161,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,161,ZAL,PATP,POPOVIC_ MARKO,3FGM,Three Pointer,3,0,656,J,None,None,None,13,07:00,26,28,1970-01-01
2007_002_162,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,162,VIR,PTGV,ANDERSON_ ALAN,3FGA,Missed Three Pointer,0,-500,471,J,None,None,None,13,07:00,26,28,1970-01-01
2007_002_164,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,164,ZAL,PJCC,MACIULIS_ JONAS,2FGA,Missed Two Pointer,0,205,125,C,None,None,None,13,07:00,26,28,1970-01-01
2007_002_166,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,166,ZAL,PBDE,JURAK_ GORAN,2FGA,Missed Two Pointer,0,105,48,C,None,None,None,13,07:00,26,28,1970-01-01
2007_002_168,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,168,ZAL,PBDB,COLLINS_ DE JUAN,2FGM,Two Pointer,2,-56,79,D,None,None,None,13,07:00,26,30,1970-01-01
2007_002_170,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,170,VIR,PLHB,GARRI_ LUCA,2FGA,Missed Two Pointer,0,76,71,C,None,None,None,14,06:00,26,30,1970-01-01
2007_002_174,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,174,ZAL,PATP,POPOVIC_ MARKO,3FGM,Three Pointer,3,417,525,G,None,None,None,14,06:00,26,33,1970-01-01
2007_002_178,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,178,VIR,PBEW,CHIACIG_ ROBERTO,2FGA,Missed Two Pointer,0,71,43,C,None,None,None,15,05:00,26,33,1970-01-01
2007_002_191,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,191,VIR,PBEW,CHIACIG_ ROBERTO,2FGA,Missed Two Pointer,0,-71,38,D,None,None,None,15,05:00,26,33,1970-01-01
2007_002_194,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,194,VIR,PLHB,GARRI_ LUCA,2FGA,Missed Two Pointer,0,-369,238,E,None,None,None,16,04:00,26,33,1970-01-01
2007_002_202,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,202,VIR,PTGZ,LESTINI_ FEDERICO,2FGA,Missed Two Pointer,0,-2,17,D,None,None,None,16,04:00,26,33,1970-01-01
2007_002_204,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,204,ZAL,PATP,POPOVIC_ MARKO,3FGA,Missed Three Pointer,0,153,653,G,None,None,None,16,04:00,26,33,1970-01-01
2007_002_207,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,207,VIR,PBEW,CHIACIG_ ROBERTO,2FGM,Two Pointer,2,-535,-71,E,None,None,None,16,04:00,28,33,1970-01-01
2007_002_216,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,216,ZAL,PJCC,MACIULIS_ JONAS,3FGA,Missed Three Pointer,0,641,323,A,None,None,None,17,03:00,28,33,1970-01-01
2007_002_224,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,224,VIR,PTGZ,LESTINI_ FEDERICO,3FGAB,Missed Three Pointer,0,-151,682,J,None,None,None,17,03:00,28,33,1970-01-01
2007_002_228,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,228,ZAL,PAHT,BROWN_ MARCUS,3FGA,Missed Three Pointer,0,320,600,G,None,None,None,17,03:00,28,33,1970-01-01
2007_002_230,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,230,ZAL,PBDE,JURAK_ GORAN,2FGM,Two Pointer,2,66,28,C,None,None,None,17,03:00,28,35,1970-01-01
2007_002_231,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,231,VIR,PTGQ,DI BELLA_ FABIO,2FGM,Two Pointer,2,-79,115,D,None,None,None,17,03:00,30,35,1970-01-01
2007_002_232,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,232,ZAL,PBDE,JURAK_ GORAN,2FGA,Missed Two Pointer,0,89,38,C,None,None,None,17,03:00,30,35,1970-01-01
2007_002_235,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,235,VIR,PTGT,CONROY_ WILL,2FGM,Two Pointer,2,30,105,C,None,None,None,18,02:00,32,35,1970-01-01
2007_002_236,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,236,ZAL,PBDE,JURAK_ GORAN,2FGM,Two Pointer,2,123,135,C,None,None,None,18,02:00,32,37,1970-01-01
2007_002_239,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,239,ZAL,PJCC,MACIULIS_ JONAS,2FGM,Two Pointer,2,56,233,C,None,None,None,19,01:00,32,39,1970-01-01
2007_002_250,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,250,ZAL,PJCC,MACIULIS_ JONAS,3FGA,Missed Three Pointer,0,143,666,G,None,None,None,19,01:00,32,39,1970-01-01
2007_002_254,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,254,VIR,PTGV,ANDERSON_ ALAN,2FGA,Missed Two Pointer,0,92,25,C,None,None,None,19,01:00,32,39,1970-01-01
2007_002_256,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,256,VIR,PBEW,CHIACIG_ ROBERTO,2FGA,Missed Two Pointer,0,69,15,C,None,None,None,19,01:00,32,39,1970-01-01
2007_002_258,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,258,VIR,PTGV,ANDERSON_ ALAN,2FGM,Two Pointer,2,-17,371,D,None,None,None,19,01:00,34,39,1970-01-01
2007_002_264,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,264,VIR,PBXA,GIOVANNONI_ GUILHERME,3FGM,Three Pointer,3,-674,10,F,None,None,None,20,00:00,37,39,1970-01-01
2007_002_275,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,275,ZAL,PJCC,MACIULIS_ JONAS,2FGM,Two Pointer,2,-2,97,D,None,None,None,21,09:00,37,41,1970-01-01
2007_002_277,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,277,VIR,PTGV,ANDERSON_ ALAN,3FGM,Three Pointer,3,0,712,J,None,None,None,21,09:00,40,41,1970-01-01
2007_002_278,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,278,ZAL,PBDB,COLLINS_ DE JUAN,2FGM,Two Pointer,2,-41,84,D,None,None,None,21,09:00,40,43,1970-01-01
2007_002_280,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,280,VIR,PBEW,CHIACIG_ ROBERTO,2FGA,Missed Two Pointer,0,-115,102,D,None,None,None,21,09:00,40,43,1970-01-01
2007_002_282,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,282,VIR,PLHB,GARRI_ LUCA,2FGM,Two Pointer,2,7,92,C,None,None,None,21,09:00,42,43,1970-01-01
2007_002_291,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,291,VIR,PTGM,SPENCER_ DEWARICK,2FGA,Missed Two Pointer,0,-12,87,D,None,None,None,22,08:00,42,43,1970-01-01
2007_002_293,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,293,VIR,PBEW,CHIACIG_ ROBERTO,2FGM,Two Pointer,2,12,92,C,None,None,None,22,08:00,44,43,1970-01-01
2007_002_294,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,294,ZAL,PBWI,JANKUNAS_ PAULIUS,2FGA,Missed Two Pointer,0,0,100,D,None,None,None,22,08:00,44,43,1970-01-01
2007_002_296,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,296,VIR,PTGV,ANDERSON_ ALAN,2FGM,Two Pointer,2,-20,117,D,None,None,None,22,08:00,46,43,1970-01-01
2007_002_298,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,298,ZAL,PADX,ZUKAUSKAS_ EURELJUS,2FGM,Two Pointer,2,-23,79,D,None,None,None,23,07:00,46,45,1970-01-01
2007_002_299,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,299,VIR,PLHB,GARRI_ LUCA,3FGA,Missed Three Pointer,0,-23,694,J,None,None,None,23,07:00,46,45,1970-01-01
2007_002_301,2007_002,VIR-ZAL,1,REGULAR SEASON,E2007,301,ZAL,PBWI,JANKUNAS_ PAULIUS,2FGM,Two Pointer,2,-10,-5,D,None,None,None,23,07:00,46,47,1970-01-01
