season_player_id,season_code,player_id,player,team_id,games_played,games_started,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnovers,blocks_favour,blocks_against,fouls_committed,fouls_received,valuation,minutes_per_game,points_per_game,two_points_made_per_game,two_points_attempted_per_game,two_points_percentage,three_points_made_per_game,three_points_attempted_per_game,three_points_percentage,free_throws_made_per_game,free_throws_attempted_per_game,free_throws_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,turnovers_per_game,blocks_favour_per_game,blocks_against_per_game,fouls_committed_per_game,fouls_received_per_game,valuation_per_game
2022_P011841_JOV,U2022,P011841,"ELLENSON, HENRY",JOV,3.0,2.0,60.1,37,10,15,5,8,2,2,1,11,12,4,1,4,1,1,6,3,39,20.03,12.33,3.33,5.0,0.667,1.67,2.67,0.625,0.67,0.67,1.0,0.33,3.67,4.0,1.33,0.33,1.33,0.33,0.33,2.0,1.0,13.0
2022_PJYB_TTK,U2022,PJYB,"ERDEN, SEMIH",TTK,1.0,0.0,6.3,2,1,1,0,0,0,0,0,2,2,0,0,2,1,0,3,0,0,6.32,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0
2022_P007432_PRS,U2022,P007432,"EVANS, JEREMY",PRS,1.0,1.0,26.4,6,2,2,0,0,2,2,2,6,8,2,2,2,1,0,4,1,14,26.42,6.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,6.0,8.0,2.0,2.0,2.0,1.0,0.0,4.0,1.0,14.0
2022_P011400_PAT,U2022,P011400,"FASASI, TUNDE",PAT,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022_P011247_JOV,U2022,P011247,"FELIZ, ANDRES",JOV,3.0,3.0,60.8,24,5,10,3,4,5,8,3,7,10,8,0,5,0,1,8,6,25,20.26,8.0,1.67,3.33,0.5,1.0,1.33,0.75,1.67,2.67,0.625,1.0,2.33,3.33,2.67,0.0,1.67,0.0,0.33,2.67,2.0,8.33
2022_P011281_LJU,U2022,P011281,"FERRELL, YOGI",LJU,2.0,2.0,61.8,32,8,13,3,13,7,9,0,3,3,8,3,1,0,0,2,13,39,30.88,16.0,4.0,6.5,0.615,1.5,6.5,0.231,3.5,4.5,0.778,0.0,1.5,1.5,4.0,1.5,0.5,0.0,0.0,1.0,6.5,19.5
2022_P005670_TRN,U2022,P005670,"FLACCADORI, DIEGO",TRN,2.0,2.0,52.6,31,6,12,5,9,4,4,2,7,9,12,4,6,0,0,7,4,37,26.29,15.5,3.0,6.0,0.5,2.5,4.5,0.556,2.0,2.0,1.0,1.0,3.5,4.5,6.0,2.0,3.0,0.0,0.0,3.5,2.0,18.5
2022_P011833_BOU,U2022,P011833,"FLOYD, JORDAN",BOU,3.0,0.0,67.8,46,15,24,2,11,10,13,0,8,8,8,6,7,1,0,3,17,55,22.58,15.33,5.0,8.0,0.625,0.67,3.67,0.182,3.33,4.33,0.769,0.0,2.67,2.67,2.67,2.0,2.33,0.33,0.0,1.0,5.67,18.33
2022_P006382_TRN,U2022,P006382,"FORRAY, TOTO",TRN,3.0,2.0,59.1,12,2,6,2,6,2,2,2,2,4,9,7,5,0,1,8,1,11,19.7,4.0,0.67,2.0,0.333,0.67,2.0,0.333,0.67,0.67,1.0,0.67,0.67,1.33,3.0,2.33,1.67,0.0,0.33,2.67,0.33,3.67
2022_P010389_VNC,U2022,P010389,"FREEMAN, ALLERIK",VNC,3.0,3.0,89.3,27,3,13,6,16,3,4,2,6,8,10,2,5,0,6,7,5,13,29.76,9.0,1.0,4.33,0.231,2.0,5.33,0.375,1.0,1.33,0.75,0.67,2.0,2.67,3.33,0.67,1.67,0.0,2.0,2.33,1.67,4.33
2022_P009206_ULM,U2022,P009206,"FUCHS, DAVID",ULM,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022_P005881_BRE,U2022,P005881,"GABRIEL, KENNY",BRE,3.0,3.0,79.2,23,6,9,3,16,2,2,3,18,21,4,0,7,0,0,8,1,18,26.38,7.67,2.0,3.0,0.667,1.0,5.33,0.188,0.67,0.67,1.0,1.0,6.0,7.0,1.33,0.0,2.33,0.0,0.0,2.67,0.33,6.0
2022_P011842_BOU,U2022,P011842,"GALIN, MAXIME",BOU,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022_P004466_PRS,U2022,P004466,"GEGIC, AMAR",PRS,3.0,0.0,62.2,35,11,18,3,8,4,8,3,6,9,4,0,7,0,0,6,7,26,20.74,11.67,3.67,6.0,0.611,1.0,2.67,0.375,1.33,2.67,0.5,1.0,2.0,3.0,1.33,0.0,2.33,0.0,0.0,2.0,2.33,8.67
2022_P010550_HTA,U2022,P010550,"GINAT, TOMER",HTA,3.0,3.0,74.4,40,16,26,2,7,2,7,6,10,16,5,2,6,0,3,8,5,31,24.8,13.33,5.33,8.67,0.615,0.67,2.33,0.286,0.67,2.33,0.286,2.0,3.33,5.33,1.67,0.67,2.0,0.0,1.0,2.67,1.67,10.33
2022_P011080_PAT,U2022,P011080,"GKIKAS, NIKOLAOS",PAT,3.0,0.0,59.4,28,3,9,7,10,1,2,0,6,6,8,5,1,0,0,9,4,31,19.79,9.33,1.0,3.0,0.333,2.33,3.33,0.7,0.33,0.67,0.5,0.0,2.0,2.0,2.67,1.67,0.33,0.0,0.0,3.0,1.33,10.33
2022_P007641_LJU,U2022,P007641,"GNJIDIC, LOVRO",LJU,1.0,1.0,13.4,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,1,3,-1,13.38,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-1.0
2022_P011900_WRO,U2022,P011900,"GOLEBIOWSKI, DANIEL",WRO,3.0,3.0,67.2,18,6,11,1,8,3,5,0,2,2,5,2,2,1,0,12,9,9,22.42,6.0,2.0,3.67,0.545,0.33,2.67,0.125,1.0,1.67,0.6,0.0,0.67,0.67,1.67,0.67,0.67,0.33,0.0,4.0,3.0,3.0
2022_P011932_LKB,U2022,P011932,"GOLOMAN, GYORGY",LKB,3.0,1.0,52.3,24,7,8,2,6,4,5,3,7,10,2,3,4,2,0,10,6,27,17.44,8.0,2.33,2.67,0.875,0.67,2.0,0.333,1.33,1.67,0.8,1.0,2.33,3.33,0.67,1.0,1.33,0.67,0.0,3.33,2.0,9.0
2022_P003024_VNC,U2022,P003024,"GRANGER, JAYSON",VNC,3.0,0.0,81.0,29,3,5,4,19,11,12,1,6,7,13,4,6,0,0,6,12,35,27.01,9.67,1.0,1.67,0.6,1.33,6.33,0.211,3.67,4.0,0.917,0.33,2.0,2.33,4.33,1.33,2.0,0.0,0.0,2.0,4.0,11.67
2022_P011204_TTK,U2022,P011204,"GRANT, JERIAN",TTK,3.0,3.0,101.5,32,8,13,3,17,7,7,0,9,9,20,9,6,0,1,7,17,54,33.84,10.67,2.67,4.33,0.615,1.0,5.67,0.176,2.33,2.33,1.0,0.0,3.0,3.0,6.67,3.0,2.0,0.0,0.33,2.33,5.67,18.0
2022_P005738_TRN,U2022,P005738,"GRAZULIS, ANDREJS",TRN,3.0,2.0,74.9,34,8,13,5,13,3,5,5,11,16,6,1,2,2,2,9,9,40,24.98,11.33,2.67,4.33,0.615,1.67,4.33,0.385,1.0,1.67,0.6,1.67,3.67,5.33,2.0,0.33,0.67,0.67,0.67,3.0,3.0,13.33
2022_P011933_LKB,U2022,P011933,"GRICIUNAS, BENAS",LKB,3.0,2.0,45.5,23,9,16,0,0,5,10,4,7,11,1,1,3,0,1,3,5,22,15.16,7.67,3.0,5.33,0.562,0.0,0.0,0.0,1.67,3.33,0.5,1.33,2.33,3.67,0.33,0.33,1.0,0.0,0.33,1.0,1.67,7.33
